Experiment_#,[L2M]_0,[D]_0,[L]_0,T_finish,T1/2,Reaction_Extent,Product_Yield,Side_Product_Yield/%
632,4.0000e+00,1.0000e+01,5.0000e+00,2.9269e+03,2.0373e+02,9.9950e+01,9.6700e+01,3.1000e+00
633,4.0000e+00,1.0000e+01,7.5000e+00,4.0730e+03,2.9852e+02,9.9930e+01,9.6700e+01,3.1000e+00
634,4.0000e+00,1.0000e+01,1.0000e+01,5.1557e+03,3.9336e+02,9.9900e+01,9.6700e+01,3.1000e+00
635,4.0000e+00,1.0000e+01,1.2500e+01,6.1905e+03,4.8822e+02,9.9870e+01,9.6700e+01,3.1000e+00
636,4.0000e+00,1.0000e+01,1.5000e+01,7.1869e+03,5.8309e+02,9.9850e+01,9.6700e+01,3.1000e+00
637,4.0000e+00,1.0000e+01,1.7500e+01,8.1512e+03,6.7796e+02,9.9820e+01,9.6700e+01,3.1000e+00
638,4.0000e+00,1.0000e+01,2.0000e+01,9.0880e+03,7.7284e+02,9.9800e+01,9.6700e+01,3.1000e+00
639,4.0000e+00,1.0000e+01,2.2500e+01,1.0001e+04,8.6772e+02,9.9770e+01,9.6700e+01,3.1000e+00
640,4.0000e+00,1.2000e+01,0.0000e+00,3.1720e+02,1.9720e+01,1.0000e+02,9.2800e+01,2.3000e+00
641,4.0000e+00,1.2000e+01,2.5000e+00,1.3830e+03,9.2030e+01,9.9980e+01,9.7100e+01,2.4000e+00
642,4.0000e+00,1.2000e+01,5.0000e+00,2.3819e+03,1.6962e+02,9.9960e+01,9.7300e+01,2.5000e+00
643,4.0000e+00,1.2000e+01,7.5000e+00,3.3103e+03,2.4737e+02,9.9940e+01,9.7400e+01,2.5000e+00
644,4.0000e+00,1.2000e+01,1.0000e+01,4.1908e+03,3.2516e+02,9.9930e+01,9.7400e+01,2.5000e+00
645,4.0000e+00,1.2000e+01,1.2500e+01,5.0350e+03,4.0297e+02,9.9910e+01,9.7400e+01,2.5000e+00
646,4.0000e+00,1.2000e+01,1.5000e+01,5.8500e+03,4.8079e+02,9.9890e+01,9.7400e+01,2.5000e+00
647,4.0000e+00,1.2000e+01,1.7500e+01,6.6406e+03,5.5861e+02,9.9870e+01,9.7400e+01,2.5000e+00
648,4.0000e+00,1.2000e+01,2.0000e+01,7.4103e+03,6.3644e+02,9.9850e+01,9.7300e+01,2.5000e+00
649,4.0000e+00,1.2000e+01,2.2500e+01,8.1616e+03,7.1427e+02,9.9830e+01,9.7300e+01,2.5000e+00
650,4.0000e+00,1.4000e+01,0.0000e+00,2.9785e+02,1.8830e+01,1.0000e+02,9.3200e+01,2.0000e+00
651,4.0000e+00,1.4000e+01,2.5000e+00,1.1845e+03,8.0130e+01,9.9990e+01,9.7500e+01,2.0000e+00
652,4.0000e+00,1.4000e+01,5.0000e+00,2.0231e+03,1.4589e+02,9.9970e+01,9.7700e+01,2.0000e+00
653,4.0000e+00,1.4000e+01,7.5000e+00,2.8057e+03,2.1180e+02,9.9960e+01,9.7800e+01,2.0000e+00
654,4.0000e+00,1.4000e+01,1.0000e+01,3.5500e+03,2.7774e+02,9.9940e+01,9.7800e+01,2.0000e+00
655,4.0000e+00,1.4000e+01,1.2500e+01,4.2651e+03,3.4370e+02,9.9920e+01,9.7800e+01,2.0000e+00
656,4.0000e+00,1.4000e+01,1.5000e+01,4.9568e+03,4.0966e+02,9.9910e+01,9.7800e+01,2.0000e+00
657,4.0000e+00,1.4000e+01,1.7500e+01,5.6289e+03,4.7563e+02,9.9890e+01,9.7800e+01,2.0000e+00
658,4.0000e+00,1.4000e+01,2.0000e+01,6.2842e+03,5.4160e+02,9.9880e+01,9.7800e+01,2.0000e+00
659,4.0000e+00,1.4000e+01,2.2500e+01,6.9246e+03,6.0758e+02,9.9860e+01,9.7800e+01,2.0000e+00
660,4.0000e+00,1.6000e+01,0.0000e+00,2.8448e+02,1.8170e+01,1.0000e+02,9.3400e+01,1.7000e+00
661,4.0000e+00,1.6000e+01,2.5000e+00,1.0444e+03,7.1380e+01,9.9990e+01,9.7800e+01,1.8000e+00
662,4.0000e+00,1.6000e+01,5.0000e+00,1.7684e+03,1.2844e+02,9.9980e+01,9.8000e+01,1.8000e+00
663,4.0000e+00,1.6000e+01,7.5000e+00,2.4462e+03,1.8564e+02,9.9960e+01,9.8100e+01,1.8000e+00
664,4.0000e+00,1.6000e+01,1.0000e+01,3.0922e+03,2.4286e+02,9.9950e+01,9.8100e+01,1.8000e+00
665,4.0000e+00,1.6000e+01,1.2500e+01,3.7140e+03,3.0010e+02,9.9940e+01,9.8100e+01,1.8000e+00
666,4.0000e+00,1.6000e+01,1.5000e+01,4.3163e+03,3.5734e+02,9.9920e+01,9.8100e+01,1.8000e+00
667,4.0000e+00,1.6000e+01,1.7500e+01,4.9021e+03,4.1459e+02,9.9910e+01,9.8100e+01,1.8000e+00
668,4.0000e+00,1.6000e+01,2.0000e+01,5.4739e+03,4.7184e+02,9.9900e+01,9.8100e+01,1.8000e+00
669,4.0000e+00,1.6000e+01,2.2500e+01,6.0333e+03,5.2909e+02,9.9890e+01,9.8100e+01,1.8000e+00
670,4.0000e+00,1.8000e+01,0.0000e+00,2.7470e+02,1.7660e+01,1.0000e+02,9.3700e+01,1.5000e+00
671,4.0000e+00,1.8000e+01,2.5000e+00,9.4007e+02,6.4670e+01,9.9990e+01,9.8100e+01,1.5000e+00
672,4.0000e+00,1.8000e+01,5.0000e+00,1.5779e+03,1.1507e+02,9.9980e+01,9.8200e+01,1.5000e+00
673,4.0000e+00,1.8000e+01,7.5000e+00,2.1767e+03,1.6559e+02,9.9970e+01,9.8300e+01,1.5000e+00
674,4.0000e+00,1.8000e+01,1.0000e+01,2.7483e+03,2.1613e+02,9.9960e+01,9.8300e+01,1.5000e+00
675,4.0000e+00,1.8000e+01,1.2500e+01,3.2992e+03,2.6668e+02,9.9950e+01,9.8300e+01,1.5000e+00
676,4.0000e+00,1.8000e+01,1.5000e+01,3.8335e+03,3.1724e+02,9.9940e+01,9.8300e+01,1.5000e+00
677,4.0000e+00,1.8000e+01,1.7500e+01,4.3537e+03,3.6781e+02,9.9920e+01,9.8300e+01,1.5000e+00
678,4.0000e+00,1.8000e+01,2.0000e+01,4.8618e+03,4.1837e+02,9.9910e+01,9.8300e+01,1.5000e+00
679,4.0000e+00,1.8000e+01,2.2500e+01,5.3593e+03,4.6894e+02,9.9900e+01,9.8300e+01,1.5000e+00
680,4.0000e+00,2.0000e+01,0.0000e+00,2.6723e+02,1.7260e+01,1.0000e+02,9.3800e+01,1.3000e+00
681,4.0000e+00,2.0000e+01,2.5000e+00,8.5931e+02,5.9360e+01,9.9990e+01,9.8200e+01,1.4000e+00
682,4.0000e+00,2.0000e+01,5.0000e+00,1.4299e+03,1.0449e+02,9.9980e+01,9.8400e+01,1.4000e+00
683,4.0000e+00,2.0000e+01,7.5000e+00,1.9668e+03,1.4972e+02,9.9970e+01,9.8500e+01,1.4000e+00
684,4.0000e+00,2.0000e+01,1.0000e+01,2.4800e+03,1.9498e+02,9.9960e+01,9.8500e+01,1.4000e+00
685,4.0000e+00,2.0000e+01,1.2500e+01,2.9753e+03,2.4025e+02,9.9950e+01,9.8500e+01,1.4000e+00
686,4.0000e+00,2.0000e+01,1.5000e+01,3.4559e+03,2.8553e+02,9.9940e+01,9.8500e+01,1.4000e+00
687,4.0000e+00,2.0000e+01,1.7500e+01,3.9243e+03,3.3081e+02,9.9930e+01,9.8500e+01,1.4000e+00
688,4.0000e+00,2.0000e+01,2.0000e+01,4.3822e+03,3.7609e+02,9.9920e+01,9.8500e+01,1.4000e+00
689,4.0000e+00,2.0000e+01,2.2500e+01,4.8307e+03,4.2137e+02,9.9910e+01,9.8500e+01,1.4000e+00
690,4.0000e+00,2.2000e+01,0.0000e+00,2.6135e+02,1.6940e+01,1.0000e+02,9.3900e+01,1.2000e+00
691,4.0000e+00,2.2000e+01,2.5000e+00,7.9489e+02,5.5050e+01,9.9990e+01,9.8400e+01,1.2000e+00
692,4.0000e+00,2.2000e+01,5.0000e+00,1.3115e+03,9.5920e+01,9.9990e+01,9.8500e+01,1.2000e+00
693,4.0000e+00,2.2000e+01,7.5000e+00,1.7985e+03,1.3687e+02,9.9980e+01,9.8600e+01,1.2000e+00
694,4.0000e+00,2.2000e+01,1.0000e+01,2.2647e+03,1.7784e+02,9.9970e+01,9.8600e+01,1.2000e+00
695,4.0000e+00,2.2000e+01,1.2500e+01,2.7149e+03,2.1883e+02,9.9960e+01,9.8600e+01,1.2000e+00
696,4.0000e+00,2.2000e+01,1.5000e+01,3.1522e+03,2.5982e+02,9.9950e+01,9.8600e+01,1.2000e+00
697,4.0000e+00,2.2000e+01,1.7500e+01,3.5787e+03,3.0081e+02,9.9940e+01,9.8600e+01,1.2000e+00
698,4.0000e+00,2.2000e+01,2.0000e+01,3.9958e+03,3.4180e+02,9.9930e+01,9.8600e+01,1.2000e+00
699,4.0000e+00,2.2000e+01,2.2500e+01,4.4046e+03,3.8280e+02,9.9920e+01,9.8600e+01,1.2000e+00
700,4.5000e+00,4.5000e+00,0.0000e+00,1.0661e+03,3.3660e+01,9.9980e+01,8.4100e+01,1.1300e+01
701,4.5000e+00,4.5000e+00,2.5000e+00,7.0039e+03,2.6400e+02,9.9740e+01,8.7600e+01,1.1700e+01
702,4.5000e+00,4.5000e+00,5.0000e+00,1.1680e+04,5.1233e+02,9.9490e+01,8.7600e+01,1.1700e+01
703,4.5000e+00,4.5000e+00,7.5000e+00,1.4400e+04,7.6126e+02,9.9030e+01,8.7400e+01,1.1500e+01
704,4.5000e+00,4.5000e+00,1.0000e+01,1.4400e+04,1.0103e+03,9.7860e+01,8.6600e+01,1.1200e+01
705,4.5000e+00,4.5000e+00,1.2500e+01,1.4400e+04,1.2595e+03,9.6480e+01,8.5600e+01,1.0800e+01
706,4.5000e+00,4.5000e+00,1.5000e+01,1.4400e+04,1.5086e+03,9.5010e+01,8.4500e+01,1.0400e+01
707,4.5000e+00,4.5000e+00,1.7500e+01,1.4400e+04,1.7578e+03,9.3510e+01,8.3400e+01,1.0000e+01
708,4.5000e+00,4.5000e+00,2.0000e+01,1.4400e+04,2.0070e+03,9.2000e+01,8.2300e+01,9.6000e+00
709,4.5000e+00,4.5000e+00,2.2500e+01,1.4400e+04,2.2562e+03,9.0520e+01,8.1200e+01,9.3000e+00
710,4.5000e+00,6.7500e+00,0.0000e+00,5.2416e+02,2.5950e+01,1.0000e+02,9.0100e+01,5.3000e+00
711,4.5000e+00,6.7500e+00,2.5000e+00,3.1453e+03,1.6570e+02,9.9950e+01,9.4100e+01,5.5000e+00
712,4.5000e+00,6.7500e+00,5.0000e+00,5.4819e+03,3.1632e+02,9.9890e+01,9.4200e+01,5.5000e+00
713,4.5000e+00,6.7500e+00,7.5000e+00,7.5950e+03,4.6730e+02,9.9840e+01,9.4200e+01,5.5000e+00
714,4.5000e+00,6.7500e+00,1.0000e+01,9.5592e+03,6.1837e+02,9.9780e+01,9.4200e+01,5.5000e+00
715,4.5000e+00,6.7500e+00,1.2500e+01,1.1412e+04,7.6948e+02,9.9730e+01,9.4100e+01,5.5000e+00
716,4.5000e+00,6.7500e+00,1.5000e+01,1.3176e+04,9.2061e+02,9.9670e+01,9.4100e+01,5.5000e+00
717,4.5000e+00,6.7500e+00,1.7500e+01,1.4400e+04,1.0718e+03,9.9550e+01,9.4000e+01,5.5000e+00
718,4.5000e+00,6.7500e+00,2.0000e+01,1.4400e+04,1.2229e+03,9.9210e+01,9.3700e+01,5.4000e+00
719,4.5000e+00,6.7500e+00,2.2500e+01,1.4400e+04,1.3740e+03,9.8780e+01,9.3300e+01,5.4000e+00
720,4.5000e+00,9.0000e+00,0.0000e+00,3.9869e+02,2.2560e+01,1.0000e+02,9.1900e+01,3.5000e+00
721,4.5000e+00,9.0000e+00,2.5000e+00,2.0637e+03,1.2289e+02,9.9970e+01,9.5900e+01,3.6000e+00
722,4.5000e+00,9.0000e+00,5.0000e+00,3.5965e+03,2.3100e+02,9.9940e+01,9.6100e+01,3.6000e+00
723,4.5000e+00,9.0000e+00,7.5000e+00,5.0064e+03,3.3938e+02,9.9910e+01,9.6100e+01,3.6000e+00
724,4.5000e+00,9.0000e+00,1.0000e+01,6.3336e+03,4.4782e+02,9.9880e+01,9.6100e+01,3.6000e+00
725,4.5000e+00,9.0000e+00,1.2500e+01,7.5985e+03,5.5629e+02,9.9850e+01,9.6100e+01,3.6000e+00
726,4.5000e+00,9.0000e+00,1.5000e+01,8.8135e+03,6.6477e+02,9.9820e+01,9.6100e+01,3.6000e+00
727,4.5000e+00,9.0000e+00,1.7500e+01,9.9869e+03,7.7326e+02,9.9790e+01,9.6100e+01,3.6000e+00
728,4.5000e+00,9.0000e+00,2.0000e+01,1.1125e+04,8.8175e+02,9.9760e+01,9.6100e+01,3.6000e+00
729,4.5000e+00,9.0000e+00,2.2500e+01,1.2231e+04,9.9025e+02,9.9740e+01,9.6000e+01,3.6000e+00
730,4.5000e+00,1.1250e+01,0.0000e+00,3.4508e+02,2.0640e+01,1.0000e+02,9.2800e+01,2.6000e+00
731,4.5000e+00,1.1250e+01,2.5000e+00,1.5704e+03,9.8920e+01,9.9980e+01,9.6900e+01,2.7000e+00
732,4.5000e+00,1.1250e+01,5.0000e+00,2.7181e+03,1.8325e+02,9.9960e+01,9.7000e+01,2.7000e+00
733,4.5000e+00,1.1250e+01,7.5000e+00,3.7827e+03,2.6778e+02,9.9940e+01,9.7100e+01,2.7000e+00
734,4.5000e+00,1.1250e+01,1.0000e+01,4.7908e+03,3.5237e+02,9.9920e+01,9.7100e+01,2.7000e+00
735,4.5000e+00,1.1250e+01,1.2500e+01,5.7562e+03,4.3697e+02,9.9900e+01,9.7100e+01,2.7000e+00
736,4.5000e+00,1.1250e+01,1.5000e+01,6.6874e+03,5.2159e+02,9.9880e+01,9.7100e+01,2.7000e+00
737,4.5000e+00,1.1250e+01,1.7500e+01,7.5899e+03,6.0621e+02,9.9860e+01,9.7100e+01,2.7000e+00
738,4.5000e+00,1.1250e+01,2.0000e+01,8.4678e+03,6.9084e+02,9.9840e+01,9.7100e+01,2.7000e+00
739,4.5000e+00,1.1250e+01,2.2500e+01,9.3241e+03,7.7546e+02,9.9820e+01,9.7000e+01,2.7000e+00
740,4.5000e+00,1.3500e+01,0.0000e+00,3.1550e+02,1.9420e+01,1.0000e+02,9.3300e+01,2.1000e+00
741,4.5000e+00,1.3500e+01,2.5000e+00,1.2876e+03,8.3600e+01,9.9990e+01,9.7400e+01,2.2000e+00
742,4.5000e+00,1.3500e+01,5.0000e+00,2.2088e+03,1.5272e+02,9.9970e+01,9.7600e+01,2.2000e+00
743,4.5000e+00,1.3500e+01,7.5000e+00,3.0678e+03,2.2201e+02,9.9960e+01,9.7600e+01,2.2000e+00
744,4.5000e+00,1.3500e+01,1.0000e+01,3.8844e+03,2.9135e+02,9.9940e+01,9.7600e+01,2.2000e+00
745,4.5000e+00,1.3500e+01,1.2500e+01,4.6687e+03,3.6070e+02,9.9930e+01,9.7700e+01,2.2000e+00
746,4.5000e+00,1.3500e+01,1.5000e+01,5.4271e+03,4.3006e+02,9.9910e+01,9.7700e+01,2.2000e+00
747,4.5000e+00,1.3500e+01,1.7500e+01,6.1637e+03,4.9943e+02,9.9900e+01,9.7600e+01,2.2000e+00
748,4.5000e+00,1.3500e+01,2.0000e+01,6.8816e+03,5.6880e+02,9.9880e+01,9.7600e+01,2.2000e+00
749,4.5000e+00,1.3500e+01,2.2500e+01,7.5832e+03,6.3816e+02,9.9870e+01,9.7600e+01,2.2000e+00
750,4.5000e+00,1.5750e+01,0.0000e+00,2.9678e+02,1.8570e+01,1.0000e+02,9.3600e+01,1.7000e+00
751,4.5000e+00,1.5750e+01,2.5000e+00,1.1037e+03,7.2950e+01,9.9990e+01,9.7800e+01,1.8000e+00
752,4.5000e+00,1.5750e+01,5.0000e+00,1.8752e+03,1.3152e+02,9.9980e+01,9.7900e+01,1.8000e+00
753,4.5000e+00,1.5750e+01,7.5000e+00,2.5976e+03,1.9023e+02,9.9970e+01,9.8000e+01,1.8000e+00
754,4.5000e+00,1.5750e+01,1.0000e+01,3.2860e+03,2.4897e+02,9.9950e+01,9.8000e+01,1.8000e+00
755,4.5000e+00,1.5750e+01,1.2500e+01,3.9486e+03,3.0774e+02,9.9940e+01,9.8000e+01,1.8000e+00
756,4.5000e+00,1.5750e+01,1.5000e+01,4.5903e+03,3.6650e+02,9.9930e+01,9.8000e+01,1.8000e+00
757,4.5000e+00,1.5750e+01,1.7500e+01,5.2146e+03,4.2528e+02,9.9920e+01,9.8000e+01,1.8000e+00
758,4.5000e+00,1.5750e+01,2.0000e+01,5.8239e+03,4.8405e+02,9.9900e+01,9.8000e+01,1.8000e+00
759,4.5000e+00,1.5750e+01,2.2500e+01,6.4201e+03,5.4283e+02,9.9890e+01,9.8000e+01,1.8000e+00
760,4.5000e+00,1.8000e+01,0.0000e+00,2.8389e+02,1.7940e+01,1.0000e+02,9.3900e+01,1.5000e+00
761,4.5000e+00,1.8000e+01,2.5000e+00,9.7440e+02,6.5130e+01,9.9990e+01,9.8000e+01,1.6000e+00
762,4.5000e+00,1.8000e+01,5.0000e+00,1.6393e+03,1.1594e+02,9.9980e+01,9.8200e+01,1.6000e+00
763,4.5000e+00,1.8000e+01,7.5000e+00,2.2638e+03,1.6687e+02,9.9970e+01,9.8300e+01,1.6000e+00
764,4.5000e+00,1.8000e+01,1.0000e+01,2.8602e+03,2.1783e+02,9.9960e+01,9.8300e+01,1.6000e+00
765,4.5000e+00,1.8000e+01,1.2500e+01,3.4351e+03,2.6881e+02,9.9950e+01,9.8300e+01,1.6000e+00
766,4.5000e+00,1.8000e+01,1.5000e+01,3.9927e+03,3.1979e+02,9.9940e+01,9.8300e+01,1.6000e+00
767,4.5000e+00,1.8000e+01,1.7500e+01,4.5358e+03,3.7078e+02,9.9930e+01,9.8300e+01,1.6000e+00
768,4.5000e+00,1.8000e+01,2.0000e+01,5.0663e+03,4.2177e+02,9.9920e+01,9.8300e+01,1.6000e+00
769,4.5000e+00,1.8000e+01,2.2500e+01,5.5859e+03,4.7276e+02,9.9910e+01,9.8300e+01,1.6000e+00
770,4.5000e+00,2.0250e+01,0.0000e+00,2.7447e+02,1.7460e+01,1.0000e+02,9.4100e+01,1.3000e+00
771,4.5000e+00,2.0250e+01,2.5000e+00,8.7834e+02,5.9140e+01,9.9990e+01,9.8200e+01,1.4000e+00
772,4.5000e+00,2.0250e+01,5.0000e+00,1.4634e+03,1.0400e+02,9.9990e+01,9.8400e+01,1.4000e+00
773,4.5000e+00,2.0250e+01,7.5000e+00,2.0142e+03,1.4897e+02,9.9980e+01,9.8500e+01,1.4000e+00
774,4.5000e+00,2.0250e+01,1.0000e+01,2.5411e+03,1.9397e+02,9.9970e+01,9.8500e+01,1.4000e+00
775,4.5000e+00,2.0250e+01,1.2500e+01,3.0498e+03,2.3899e+02,9.9960e+01,9.8500e+01,1.4000e+00
776,4.5000e+00,2.0250e+01,1.5000e+01,3.5436e+03,2.8401e+02,9.9950e+01,9.8500e+01,1.4000e+00
777,4.5000e+00,2.0250e+01,1.7500e+01,4.0250e+03,3.2903e+02,9.9940e+01,9.8500e+01,1.4000e+00
778,4.5000e+00,2.0250e+01,2.0000e+01,4.4956e+03,3.7405e+02,9.9930e+01,9.8500e+01,1.4000e+00
779,4.5000e+00,2.0250e+01,2.2500e+01,4.9569e+03,4.1908e+02,9.9920e+01,9.8500e+01,1.4000e+00
780,4.5000e+00,2.2500e+01,0.0000e+00,2.6729e+02,1.7080e+01,1.0000e+02,9.4200e+01,1.2000e+00
781,4.5000e+00,2.2500e+01,2.5000e+00,8.0412e+02,5.4400e+01,9.9990e+01,9.8400e+01,1.2000e+00
782,4.5000e+00,2.2500e+01,5.0000e+00,1.3269e+03,9.4560e+01,9.9990e+01,9.8600e+01,1.2000e+00
783,4.5000e+00,2.2500e+01,7.5000e+00,1.8202e+03,1.3483e+02,9.9980e+01,9.8600e+01,1.2000e+00
784,4.5000e+00,2.2500e+01,1.0000e+01,2.2928e+03,1.7512e+02,9.9970e+01,9.8600e+01,1.2000e+00
785,4.5000e+00,2.2500e+01,1.2500e+01,2.7494e+03,2.1542e+02,9.9960e+01,9.8700e+01,1.2000e+00
786,4.5000e+00,2.2500e+01,1.5000e+01,3.1932e+03,2.5572e+02,9.9960e+01,9.8700e+01,1.2000e+00
787,4.5000e+00,2.2500e+01,1.7500e+01,3.6261e+03,2.9603e+02,9.9950e+01,9.8700e+01,1.2000e+00
788,4.5000e+00,2.2500e+01,2.0000e+01,4.0496e+03,3.3634e+02,9.9940e+01,9.8700e+01,1.2000e+00
789,4.5000e+00,2.2500e+01,2.2500e+01,4.4649e+03,3.7665e+02,9.9930e+01,9.8700e+01,1.2000e+00
790,4.5000e+00,2.4750e+01,0.0000e+00,2.6164e+02,1.6770e+01,1.0000e+02,9.4300e+01,1.1000e+00
791,4.5000e+00,2.4750e+01,2.5000e+00,7.4500e+02,5.0560e+01,1.0000e+02,9.8500e+01,1.1000e+00
792,4.5000e+00,2.4750e+01,5.0000e+00,1.2179e+03,8.6910e+01,9.9990e+01,9.8700e+01,1.1000e+00
793,4.5000e+00,2.4750e+01,7.5000e+00,1.6649e+03,1.2336e+02,9.9980e+01,9.8700e+01,1.1000e+00
794,4.5000e+00,2.4750e+01,1.0000e+01,2.0937e+03,1.5983e+02,9.9980e+01,9.8800e+01,1.1000e+00
795,4.5000e+00,2.4750e+01,1.2500e+01,2.5085e+03,1.9631e+02,9.9970e+01,9.8800e+01,1.1000e+00
796,4.5000e+00,2.4750e+01,1.5000e+01,2.9118e+03,2.3280e+02,9.9960e+01,9.8800e+01,1.1000e+00
797,4.5000e+00,2.4750e+01,1.7500e+01,3.3055e+03,2.6928e+02,9.9950e+01,9.8800e+01,1.1000e+00
798,4.5000e+00,2.4750e+01,2.0000e+01,3.6909e+03,3.0577e+02,9.9950e+01,9.8800e+01,1.1000e+00
799,4.5000e+00,2.4750e+01,2.2500e+01,4.0690e+03,3.4226e+02,9.9940e+01,9.8800e+01,1.1000e+00
800,5.0000e+00,5.0000e+00,0.0000e+00,1.0970e+03,3.2890e+01,9.9980e+01,8.5100e+01,1.0500e+01
801,5.0000e+00,5.0000e+00,2.5000e+00,6.9530e+03,2.4143e+02,9.9780e+01,8.8500e+01,1.0900e+01
802,5.0000e+00,5.0000e+00,5.0000e+00,1.1614e+04,4.6709e+02,9.9560e+01,8.8500e+01,1.0900e+01
803,5.0000e+00,5.0000e+00,7.5000e+00,1.4400e+04,6.9336e+02,9.9160e+01,8.8300e+01,1.0800e+01
804,5.0000e+00,5.0000e+00,1.0000e+01,1.4400e+04,9.1977e+02,9.8120e+01,8.7600e+01,1.0400e+01
805,5.0000e+00,5.0000e+00,1.2500e+01,1.4400e+04,1.1462e+03,9.6880e+01,8.6700e+01,1.0100e+01
806,5.0000e+00,5.0000e+00,1.5000e+01,1.4400e+04,1.3728e+03,9.5540e+01,8.5700e+01,9.7000e+00
807,5.0000e+00,5.0000e+00,1.7500e+01,1.4400e+04,1.5993e+03,9.4170e+01,8.4700e+01,9.4000e+00
808,5.0000e+00,5.0000e+00,2.0000e+01,1.4400e+04,1.8258e+03,9.2800e+01,8.3700e+01,9.1000e+00
809,5.0000e+00,5.0000e+00,2.2500e+01,1.4400e+04,2.0524e+03,9.1430e+01,8.2600e+01,8.8000e+00
810,5.0000e+00,7.5000e+00,0.0000e+00,5.1983e+02,2.5430e+01,1.0000e+02,9.0800e+01,4.8000e+00
811,5.0000e+00,7.5000e+00,2.5000e+00,2.9760e+03,1.5136e+02,9.9960e+01,9.4600e+01,5.0000e+00
812,5.0000e+00,7.5000e+00,5.0000e+00,5.1912e+03,2.8759e+02,9.9910e+01,9.4700e+01,5.0000e+00
813,5.0000e+00,7.5000e+00,7.5000e+00,7.2028e+03,4.2419e+02,9.9870e+01,9.4700e+01,5.0000e+00
814,5.0000e+00,7.5000e+00,1.0000e+01,9.0781e+03,5.6088e+02,9.9820e+01,9.4700e+01,5.0000e+00
815,5.0000e+00,7.5000e+00,1.2500e+01,1.0851e+04,6.9761e+02,9.9780e+01,9.4700e+01,5.0000e+00
816,5.0000e+00,7.5000e+00,1.5000e+01,1.2543e+04,8.3436e+02,9.9730e+01,9.4700e+01,5.0000e+00
817,5.0000e+00,7.5000e+00,1.7500e+01,1.4167e+04,9.7111e+02,9.9690e+01,9.4600e+01,5.0000e+00
818,5.0000e+00,7.5000e+00,2.0000e+01,1.4400e+04,1.1079e+03,9.9460e+01,9.4400e+01,5.0000e+00
819,5.0000e+00,7.5000e+00,2.2500e+01,1.4400e+04,1.2446e+03,9.9130e+01,9.4100e+01,4.9000e+00
820,5.0000e+00,1.0000e+01,0.0000e+00,3.9524e+02,2.2160e+01,1.0000e+02,9.2500e+01,3.2000e+00
821,5.0000e+00,1.0000e+01,2.5000e+00,1.9381e+03,1.1242e+02,9.9980e+01,9.6300e+01,3.3000e+00
822,5.0000e+00,1.0000e+01,5.0000e+00,3.3736e+03,2.1004e+02,9.9950e+01,9.6500e+01,3.3000e+00
823,5.0000e+00,1.0000e+01,7.5000e+00,4.6985e+03,3.0792e+02,9.9930e+01,9.6500e+01,3.3000e+00
824,5.0000e+00,1.0000e+01,1.0000e+01,5.9487e+03,4.0587e+02,9.9910e+01,9.6500e+01,3.3000e+00
825,5.0000e+00,1.0000e+01,1.2500e+01,7.1424e+03,5.0385e+02,9.9880e+01,9.6500e+01,3.3000e+00
826,5.0000e+00,1.0000e+01,1.5000e+01,8.2909e+03,6.0183e+02,9.9860e+01,9.6500e+01,3.3000e+00
827,5.0000e+00,1.0000e+01,1.7500e+01,9.4017e+03,6.9983e+02,9.9830e+01,9.6500e+01,3.3000e+00
828,5.0000e+00,1.0000e+01,2.0000e+01,1.0480e+04,7.9783e+02,9.9810e+01,9.6500e+01,3.3000e+00
829,5.0000e+00,1.0000e+01,2.2500e+01,1.1530e+04,8.9583e+02,9.9790e+01,9.6400e+01,3.3000e+00
830,5.0000e+00,1.2500e+01,0.0000e+00,3.4280e+02,2.0330e+01,1.0000e+02,9.3300e+01,2.4000e+00
831,5.0000e+00,1.2500e+01,2.5000e+00,1.4729e+03,9.0690e+01,9.9990e+01,9.7100e+01,2.5000e+00
832,5.0000e+00,1.2500e+01,5.0000e+00,2.5421e+03,1.6676e+02,9.9970e+01,9.7300e+01,2.5000e+00
833,5.0000e+00,1.2500e+01,7.5000e+00,3.5369e+03,2.4304e+02,9.9950e+01,9.7300e+01,2.5000e+00
834,5.0000e+00,1.2500e+01,1.0000e+01,4.4809e+03,3.1937e+02,9.9940e+01,9.7400e+01,2.5000e+00
835,5.0000e+00,1.2500e+01,1.2500e+01,5.3865e+03,3.9572e+02,9.9920e+01,9.7400e+01,2.5000e+00
836,5.0000e+00,1.2500e+01,1.5000e+01,6.2611e+03,4.7209e+02,9.9900e+01,9.7400e+01,2.5000e+00
837,5.0000e+00,1.2500e+01,1.7500e+01,7.1099e+03,5.4845e+02,9.9890e+01,9.7400e+01,2.5000e+00
838,5.0000e+00,1.2500e+01,2.0000e+01,7.9364e+03,6.2483e+02,9.9870e+01,9.7300e+01,2.5000e+00
839,5.0000e+00,1.2500e+01,2.2500e+01,8.7434e+03,7.0120e+02,9.9860e+01,9.7300e+01,2.5000e+00
840,5.0000e+00,1.5000e+01,0.0000e+00,3.1404e+02,1.9160e+01,1.0000e+02,9.3700e+01,1.9000e+00
841,5.0000e+00,1.5000e+01,2.5000e+00,1.2081e+03,7.6810e+01,9.9990e+01,9.7600e+01,2.0000e+00
842,5.0000e+00,1.5000e+01,5.0000e+00,2.0637e+03,1.3914e+02,9.9980e+01,9.7800e+01,2.0000e+00
